1649	qnohp	182529	
884	iixdj	51237	
1464	izccu	137444	
281	waakg	24948	
1681	qwpya	100346	
1742	aoprs	188614	
1655	dzkfl	86742	
416	xbtwr	146050	
471	hyrwl	82705	
1061	jvnda	144886	
1715	rnoud	177566	
227	wqzdn	44145	
1444	plwch	6390	
1196	mbzif	111628	
1295	ciidj	80196	
1460	jebrr	95088	
733	jfhht	130676	
1146	uljzj	16376	
1831	yoamb	53434	
740	jwhrn	79691	
1940	dijrq	3817	
1023	pipic	102768	
1801	ihvri	63745	
474	zrvld	175402	
1903	bumwn	30250	
708	tphwc	129593	
101	wqejy	192082	
1119	sdjzh	37157	
26	xeszp	117156	
1435	xndwa	143085	
491	iuuzq	183261	
833	rpaxs	178480	
1247	ztsdg	121572	
604	nzocn	91100	
1456	fyghv	28800	
967	djcko	195717	
1859	gzorj	9449	
1805	szxnl	191526	
500	robpc	56270	
928	gnsau	22735	
875	vapmz	130865	
1492	sifju	57163	
201	ltnke	31901	
1998	lfycd	194904	
1736	rxbcz	103070	
228	bontc	114886	
472	wblmb	155370	
452	hpxkw	196926	
1957	ayjoy	124488	
240	nqorb	197512	
1343	dgaff	87984	
1078	wwnlm	94584	
362	odspw	112616	
1427	agrve	6330	
1372	ybdao	173408	
1922	xzwqr	25438	
1237	gkmnz	159882	
1148	pcvrg	81618	
1518	ozfoq	88672	
1672	rsvfl	115902	
758	jjlyl	143178	
1747	xzvje	33581	
193	ieqdd	156002	
1028	xglxk	195908	
1936	dfjhe	37211	
736	vkrec	172242	
1361	igqdn	154961	
1002	cvjdd	117843	
561	uukzn	144345	
1319	oygnk	95529	
524	jizwb	163870	
353	gfauz	11181	
1529	hifqu	44512	
864	pwled	46778	
221	cgobb	29568	
417	czwgh	63362	
983	neyqk	77345	
522	wkskq	48951	
718	qlffo	117937	
1290	hkqff	115273	
1612	wdxcr	145944	
955	immfp	100993	
273	dlhhl	6497	
566	oidqh	2751	
814	fitdd	171299	
1188	cohcf	174510	
1658	eklpl	47844	
354	jogef	128843	
655	epctm	52035	
1303	arejg	75404	
264	hqrxg	107881	
1944	zikwo	79944	
859	jqfat	88682	
1557	xuuln	150729	
432	xowij	121051	
549	
